Block Num,Trial Num,Current Angle,Current Axis X,Current Axis Y,Current Axis Z,Current Axis Magnitude,Task Completion Time,Is Timeout,Target Offset Position X,Target Offset Position Y,Target Offset Position Z,Target Offset Position Magnitude,Target Offset Rotation X,Target Offset Rotation Y,Target Offset Rotation Z,Target Offset Rotation W,Target Offset Rotation Angle,Target Offset Rotation Axis X,Target Offset Rotation Axis Y,Target Offset Rotation Axis Z,Total Thumb Tip Translation,Total Index Tip Translation,Total Middle Tip Translation,Total Thumb Tip Translation_left,Total Index Tip Translation_left,Total Middle Tip Translation_left,Total Wrist Translation,Total Wrist Rotation,Total Wrist Translation_left,Total Wrist Rotation_left,Total Die Translation,Total Die Rotation,Total Die Local Translation,Total Die Local Rotation,Total Die Local Translation_left,Total Die Local Rotation_left,Total Head Translation,Total Head Rotation,Total Grabbed Time,Total Grabbed Time_left
2,9,135,-0.4451581,0.463189,0.7663486,1,7.235748,False,-0.001345839,-0.001120329,0.001066536,0.002050346,0.01927072,-0.04855129,-0.001462714,0.9986337,5.99078,0.3687768,-0.9291083,-0.02799142,0.9618018,0.8313494,0.8224703,0.8458311,984.8477,0,0,0.07991148,0.1452902,0.1999693,2.949447,521.8339,0,0,0.7505731,584.5611,0.1597989,62.80907
2,10,135,-0.8088532,-0.5668,-0.1565064,1,11.94433,False,0.002707392,-0.002294183,0.005622834,0.006649023,0.01769399,-0.02696799,-0.01778363,0.9993215,4.22144,0.4804173,-0.7322198,-0.4828512,1.640022,1.913896,2.17727,1.945354,1736.146,0,0,0.1116318,0.3731253,0.4303907,0.8730343,246.8433,0,0,0.9655154,875.2037,0.2188983,75.75294
2,11,135,0.3064273,-0.926646,-0.2177831,1,3.874333,False,0.00474925,-0.002923965,0.003602356,0.006639421,-0.03587094,0.03371982,-0.009295537,-0.9987441,354.2565,-0.7159783,0.6730422,-0.1855374,0.2757835,0.2987282,0.3675604,0.5457916,511.7535,0,0,0.0729007,0.07407034,0.114131,0.06168027,42.57108,0,0,0.2935699,291.2321,0.0449546,18.17366
3,2,135,-0.65231,-0.03567002,0.7571125,1,9.337051,False,-0.002388578,0.001673222,-0.001108348,0.003119841,-0.005984236,-0.07277783,-0.001980394,0.9973283,8.378374,-0.08191986,-0.9962758,-0.02711017,0.756973,0.8420864,0.838922,1.129989,762.6277,0,0,0.09187289,0.1571678,0.160083,2.364631,362.4856,0,0,0.6240963,355.4778,0.2319004,58.35058
3,3,135,0.9447294,-0.2219505,0.2412974,1,6.234777,False,0.001320247,-0.003626943,0.004489541,0.00592062,0.001172397,0.04225542,0.06714875,0.9968471,9.102012,0.01477566,0.5325432,0.8462728,0.4315682,0.3590236,0.4249698,0.8306327,612.142,0,0,0.02609609,0.0478702,0.04619886,0.08794661,54.17386,0,0,0.4428198,372.3095,0.09826717,34.08829
3,4,135,0.1349721,-0.9880714,-0.07414496,1,5.305351,False,-0.006941408,0.002319992,-0.002381623,0.007696599,0.04600499,0.03238702,0.01312313,-0.9983299,353.3762,0.7963248,0.5606042,0.2271553,0.4483227,0.400779,0.5380616,0.6544306,663.1909,0,0,0.01928244,0.03440915,0.03774249,0.05620126,42.07941,0,0,0.3948772,408.0976,0.06007496,22.72011
3,5,135,-0.7341391,-0.2569599,0.6284993,1,8.541075,False,0.00199933,-0.005863667,0.003353626,0.007044623,0.03845245,0.0004986739,0.006236839,0.9992409,4.465486,0.987008,0.0128001,0.1600889,1.148337,1.091541,1.241254,1.608274,1325.438,0,0,0.03312418,0.04693341,0.05146664,0.09951485,79.76523,0,0,0.6566219,632.4702,0.08933722,37.38688
3,6,135,0.932487,0.2431791,0.2670803,1,8.262672,False,-0.001421824,-0.00188303,0.00446856,0.005053258,-0.04082634,-0.01997584,0.009561922,0.9989208,5.324245,-0.8790105,-0.4300894,0.2058727,0.9634511,0.9239672,0.9400184,1.63563,1176.755,0,0,0.02782585,0.04566479,0.04826605,0.08759682,75.53146,0,0,0.6979843,630.6216,0.08668008,31.70042
3,7,135,0.8756158,-0.3143792,-0.3666915,1,4.665897,False,0.0004051961,-0.0005528927,0.0006415248,0.0009388441,0.04987885,-0.001231464,0.02653261,0.9984021,6.479089,0.8826472,-0.02179176,0.4695163,0.4331765,0.3769281,0.4673139,0.5684601,558.9503,0,0,0.01460072,0.02649195,0.0307645,0.04469122,31.15004,0,0,0.3158354,329.0465,0.03834899,12.76967
3,8,135,-0.8961482,0.4364307,0.08029115,1,5.499548,False,0.004422795,-0.001005292,-0.000300914,0.004545578,0.03301216,-0.01889287,0.05314496,0.9978623,7.494326,0.5051315,-0.289087,0.8131911,0.7392803,0.7735962,0.8542644,0.8530515,731.7281,0,0,0.01711508,0.02866196,0.03069263,0.05424971,44.33887,0,0,0.5097389,426.3379,0.06244896,22.34414
3,9,135,-0.922585,0.01734922,0.3854036,0.9999999,8.412383,False,0.003192101,-0.001240015,0.009356916,0.009963886,0.004395929,-0.03070181,0.03126506,0.9990299,5.048124,0.09981945,-0.6971536,0.7099435,0.9374941,0.8302234,1.033858,1.090212,1090.685,0,0,0.03600341,0.04177033,0.04557136,0.09890967,75.09266,0,0,0.8789264,705.3884,0.1043522,39.00301
3,10,135,0.5123671,0.4216493,-0.7481256,1,10.69717,False,0.001203578,-0.002480745,0.003330261,0.004323578,0.04904107,-0.05682078,-0.00371933,0.9971723,8.619597,0.6525817,-0.7561049,-0.04949252,0.882033,1.059786,1.187694,1.362042,1099.922,0,0,0.03773216,0.0650565,0.03913673,0.2044859,130.4816,0,0,0.7295667,607.9788,0.1026798,30.46378
3,11,135,-0.0389328,0.3981294,0.9165027,1,8.367436,False,0.000528764,-0.001165032,-0.0009116232,0.001570971,-0.02621691,0.002707559,0.02767972,-0.9992694,355.6191,-0.6859282,0.07083942,0.7242004,0.8836107,1.069445,1.013178,1.238006,1029.325,0,0,0.02430774,0.04117048,0.0246197,0.1463391,87.53307,0,0,0.7710697,572.346,0.1114872,41.94281
