Block Num,Trial Num,Current Angle,Current Axis X,Current Axis Y,Current Axis Z,Current Axis Magnitude,Task Completion Time,Is Timeout,Target Offset Position X,Target Offset Position Y,Target Offset Position Z,Target Offset Position Magnitude,Target Offset Rotation X,Target Offset Rotation Y,Target Offset Rotation Z,Target Offset Rotation W,Target Offset Rotation Angle,Target Offset Rotation Axis X,Target Offset Rotation Axis Y,Target Offset Rotation Axis Z,Total Thumb Tip Translation,Total Index Tip Translation,Total Middle Tip Translation,Total Thumb Tip Translation_left,Total Index Tip Translation_left,Total Middle Tip Translation_left,Total Wrist Translation,Total Wrist Rotation,Total Wrist Translation_left,Total Wrist Rotation_left,Total Die Translation,Total Die Rotation,Total Die Local Translation,Total Die Local Rotation,Total Die Local Translation_left,Total Die Local Rotation_left,Total Head Translation,Total Head Rotation,Total Grabbed Time,Total Grabbed Time_left
1,1,135,-0.4041098,0.7740424,-0.4873947,0.9999999,14.52447,False,-0.004533343,0.0005274415,0.003019631,0.005472437,-0.0526754,0.04259052,-0.01173513,0.9976341,7.884166,-0.7662097,0.6195163,-0.1706977,0.2428514,0.3180951,0.3743747,0,0,0,0.3623043,179.2413,0,0,0.3169358,447.1487,0.2027618,366.8264,0,0,0.1303646,28.25918,4.03498,0
1,2,135,0.8260431,0.4181133,-0.3779341,1,8.145201,False,0.000999663,0.003303289,0.005097538,0.006155968,-0.06737657,0.01825659,0.03030434,0.9971002,8.728791,-0.8853751,0.2399043,0.3982202,0.1055292,0.1257286,0.1202715,0,0,0,0.2500978,175.1795,0,0,0.166601,261.3716,0.09343079,195.0329,0,0,0.08588523,23.21992,4.195328,0
1,3,135,0.9522009,0.3006147,-0.05426133,1,14.08611,False,0.0007507615,-0.0008244514,0.002039015,0.002323994,0.01359596,-0.006505614,-0.05145466,-0.9985616,353.8531,0.2535804,-0.1213372,-0.9596891,0.2421783,0.2292496,0.1989361,0,0,0,0.7419317,386.6911,0,0,0.3465353,564.4706,0.1885185,433.6152,0,0,0.127177,29.51218,5.335582,0
1,4,135,0.3462254,-0.4785132,0.8069406,1,12.36605,False,-0.002140004,-0.005307674,0.008339584,0.01011433,-0.03960489,0.04962953,0.0142631,0.9978802,7.462592,-0.6085799,0.7626212,0.2191708,0.2943764,0.2260828,0.281146,0,0,0,0.538425,334.5024,0,0,0.4047301,585.6288,0.2290687,409.4401,0,0,0.09224389,24.74404,7.260875,0
1,5,135,-0.3487931,-0.2133742,0.9125869,1,6.282055,False,0.00115525,8.85129E-05,0.003294438,0.003492243,0.01324559,0.003771194,-0.01913359,0.9997222,2.701783,0.5618326,0.1599611,-0.8115811,0.0776837,0.06743056,0.07013444,0,0,0,0.2240766,138.3834,0,0,0.1143178,187.2955,0.08124311,144.8071,0,0,0.02385527,8.005202,2.290566,0
1,6,135,-0.2112003,0.9044471,-0.3706344,1,7.004134,False,0.001826171,0.001244903,-0.003179997,0.003872604,-0.02623933,0.00920383,0.06637851,0.9974071,8.253937,-0.364603,0.1278899,0.9223484,0.1260694,0.0964469,0.1093039,0,0,0,0.226027,214.1145,0,0,0.1667379,257.3073,0.1010325,181.0225,0,0,0.02560627,7.896608,3.777532,0
1,7,135,0.4321762,0.758108,-0.4883605,1,12.78114,False,-0.001955118,-0.001243353,0.001669794,0.002855981,-0.04698147,-0.04589731,0.01160537,0.9977733,7.648466,-0.7044122,-0.6881571,0.1740041,0.1444407,0.140984,0.2079825,0,0,0,0.3733119,180.6757,0,0,0.293096,370.8242,0.1767162,327.1753,0,0,0.06314927,18.3113,5.974699,0
1,8,135,-0.6959633,-0.7180769,0.0008248091,1,16.65514,False,-0.001801297,-0.002877474,0.002667189,0.004317224,-0.008273195,0.001267228,-0.01128988,0.9999013,1.610058,-0.5888274,0.09019231,-0.8035337,0.2064478,0.2062929,0.2266693,0,0,0,0.4787284,258.6017,0,0,0.3139392,450.0572,0.2153099,367.6481,0,0,0.1012482,25.42791,6.816985,0
1,9,135,0.9451668,-0.1842636,0.2696418,1,8.059484,False,0.0002649054,-0.00846076,0.0009941757,0.008523088,-0.0286073,-0.01403498,0.03726701,0.9987972,5.620977,-0.5834321,-0.2862368,0.7600428,0.1294434,0.1131086,0.1076896,0,0,0,0.3780348,147.2592,0,0,0.1781721,256.3587,0.1163104,190.6959,0,0,0.08333853,26.57986,1.571287,0
1,10,135,-0.6417521,0.7647951,-0.05694592,1,11.29625,False,0.00274108,0.0002966523,0.007866114,0.008335303,-0.0330601,0.03252427,0.06820327,0.996593,9.461874,-0.4008425,0.3943456,0.8269414,0.2443809,0.1849357,0.2125697,0,0,0,0.4592397,250.1412,0,0,0.3066984,514.171,0.199961,386.9073,0,0,0.1215356,32.67375,4.920614,0
2,1,135,0.9505876,-0.2989275,0.08381808,0.9999999,7.88049,False,0.004039712,-0.004185915,0.007211983,0.009265736,-0.0009040185,0.03176876,0.005917124,0.9994774,3.705115,-0.02796463,0.9827252,0.1830385,0.1696996,0.1463396,0.1379504,0,0,0,0.4111353,266.4069,0,0,0.301301,407.5111,0.1429695,302.796,0,0,0.110369,37.46043,4.985141,0
2,2,135,-0.8850799,-0.4625002,-0.05222261,1,14.3509,False,-0.003069349,-0.005120754,0.001786262,0.006231674,-0.03988205,0.02533611,-0.03516006,0.9982642,6.752757,-0.6771767,0.4301941,-0.5969998,0.1782297,0.1838372,0.197805,0,0,0,0.4398614,226.1835,0,0,0.2585711,396.8584,0.2222005,365.667,0,0,0.1024614,23.78378,6.11202,0
2,3,135,0.3420275,0.7784286,-0.5263708,1,13.2232,False,-0.002119642,0.002885759,0.002954334,0.004642044,0.009536465,0.06538862,-0.01456839,0.997708,7.759894,0.140934,0.9663414,-0.215298,0.1652502,0.1102669,0.1377229,0,0,0,0.2406307,129.3783,0,0,0.2323474,263.6839,0.1027556,198.2961,0,0,0.06789647,17.14988,5.22344,0
2,4,135,0.2139195,-0.1396104,-0.9668233,1,5.559787,False,0.00271659,0.0008262992,0.002005398,0.003476241,-0.002958611,0.003936175,0.003809171,0.9999806,0.7132636,-0.4753255,0.6323793,0.6119751,0.1272178,0.108521,0.1203752,0,0,0,0.3010447,161.4646,0,0,0.2016049,244.0661,0.1063207,179.6585,0,0,0.06798404,19.62826,3.775694,0
2,5,135,-0.7375782,-0.4185671,0.5298867,1,6.837797,False,-0.0009410158,-0.0004057884,0.004959375,0.005064146,-0.05723295,-0.01282782,0.02482795,0.9979697,7.303359,-0.8986068,-0.2014078,0.3898202,0.1224785,0.1216458,0.1323705,0,0,0,0.3157189,159.2413,0,0,0.1613614,267.7155,0.1127672,214.5415,0,0,0.05065874,14.07024,1.454667,0
2,6,135,-0.2158322,-0.09937729,0.9713602,1,5.127471,False,-0.0005376264,0.0005169511,0.003937632,0.004007646,-0.0116682,0.02677907,-0.04765764,0.9984366,6.408604,-0.2087466,0.4790834,-0.8526054,0.1034045,0.0839877,0.08396716,0,0,0,0.3137722,166.2893,0,0,0.1927593,229.7319,0.1056753,168.1956,0,0,0.04634324,14.70469,3.289778,0
2,7,135,-0.1358109,-0.9211398,0.3647694,0.9999999,9.074347,False,-0.005255304,-0.007179856,0.003843307,0.009692243,0.0322917,0.04507182,-0.04093623,0.9976222,7.903913,0.4685396,0.6539739,-0.5939682,0.1114293,0.1697996,0.131269,0,0,0,0.2447656,120.8407,0,0,0.1746396,244.5901,0.1012976,219.9918,0,0,0.06689415,11.60557,4.804925,0
2,8,135,0.2668707,-0.9119016,-0.3117939,0.9999999,13.658,False,0.0003719889,-0.004384041,0.01292193,0.01365044,-0.02361142,0.05022432,-0.01725628,-0.9983097,353.3364,-0.4062685,0.8641818,-0.2969191,0.1227803,0.1254271,0.1241586,0,0,0,0.3716914,183.0428,0,0,0.2328165,330.3177,0.1213603,236.5085,0,0,0.05618889,13.35009,4.295208,0
2,9,135,-0.5984776,-0.4661164,-0.6515827,1,9.267172,False,-0.0002384633,-0.001389861,0.00120753,0.001856531,0.02010925,-0.05787394,0.03472729,0.9975171,8.076745,0.2855424,-0.8217843,0.4931122,0.08944796,0.05433601,0.07508862,0,0,0,0.1991808,56.71092,0,0,0.154698,165.0726,0.0723854,140.9834,0,0,0.05992468,11.44618,5.888194,0
2,10,135,-0.2103478,0.2293091,0.9503531,1,5.753351,False,0.002367172,0.002177358,0.009743929,0.01026102,-0.07489154,-0.008556498,0.03251899,0.9966246,9.417881,-0.9122648,-0.104228,0.3961186,0.1307167,0.16299,0.1781341,0,0,0,0.3007807,204.9371,0,0,0.2627684,344.9301,0.1268172,233.1232,0,0,0.05712233,17.31607,3.515375,0
