//Locale: ko_KR
"//Settings: Settings(language: ko_KR, flipPerfect: false, showOnlyMainLanguage: false, scaleStepResponse: 100, scaleStepVisualize: 100, fontSize: 18, sliderHeight: 1.5, sliderWidth: 0.6, weightingType: WeightingType.none, enabledSubscales: {mental: true, physical: true, temporal: true, performance: true, effort: true, frustration: true})"
//Participant: P3
//Age: 
//Email: 
Name,Task,Mental Demand,Physical Demand,Temporal Demand,Performance,Effort,Frustration,Mental DemandTALLY,Physical DemandTALLY,Temporal DemandTALLY,PerformanceTALLY,EffortTALLY,FrustrationTALLY
P3,X,56.99999999999999,75,74,36,69,56.00000000000001,0,0,0,0,0,0
P3,Y,86,87,87,54,94,89,0,0,0,0,0,0
P3,Z,12,38,10,40,57.99999999999999,14.000000000000002,0,0,0,0,0,0
