//Locale: ko_KR
"//Settings: Settings(language: ko_KR, flipPerfect: false, showOnlyMainLanguage: false, scaleStepResponse: 100, scaleStepVisualize: 100, fontSize: 18, sliderHeight: 1.5, sliderWidth: 0.6, weightingType: WeightingType.none, enabledSubscales: {mental: true, physical: true, temporal: true, performance: true, effort: true, frustration: true})"
//Participant: P20
//Age: 
//Email: 
Name,Task,Mental Demand,Physical Demand,Temporal Demand,Performance,Effort,Frustration,Mental DemandTALLY,Physical DemandTALLY,Temporal DemandTALLY,PerformanceTALLY,EffortTALLY,FrustrationTALLY
P20,X,62,57.99999999999999,16,11,44,30,0,0,0,0,0,0
P20,Y,82,93,75,59,80,72,0,0,0,0,0,0
P20,Z,47,38,54,17,52,26,0,0,0,0,0,0
