//Locale: ko_KR
"//Settings: Settings(language: ko_KR, flipPerfect: false, showOnlyMainLanguage: false, scaleStepResponse: 100, scaleStepVisualize: 20, fontSize: 18, sliderHeight: 1.5, sliderWidth: 0.6, weightingType: WeightingType.none, enabledSubscales: {mental: true, physical: true, temporal: true, performance: true, effort: true, frustration: true})"
//Participant: P24
//Age: 
//Email: 
Name,Task,Mental Demand,Physical Demand,Temporal Demand,Performance,Effort,Frustration,Mental DemandTALLY,Physical DemandTALLY,Temporal DemandTALLY,PerformanceTALLY,EffortTALLY,FrustrationTALLY
P24,X,30,76,44,15,47,16,0,0,0,0,0,0
P24,Y,74,74,61,33,80,78,0,0,0,0,0,0
P24,Z,40,25,20,15,43,18,0,0,0,0,0,0
