Block Num,Trial Num,Current Angle,Current Axis X,Current Axis Y,Current Axis Z,Current Axis Magnitude,Task Completion Time,Is Timeout,Target Offset Position X,Target Offset Position Y,Target Offset Position Z,Target Offset Position Magnitude,Target Offset Rotation X,Target Offset Rotation Y,Target Offset Rotation Z,Target Offset Rotation W,Target Offset Rotation Angle,Target Offset Rotation Axis X,Target Offset Rotation Axis Y,Target Offset Rotation Axis Z,Total Thumb Tip Translation,Total Index Tip Translation,Total Middle Tip Translation,Total Thumb Tip Translation_left,Total Index Tip Translation_left,Total Middle Tip Translation_left,Total Wrist Translation,Total Wrist Rotation,Total Wrist Translation_left,Total Wrist Rotation_left,Total Die Translation,Total Die Rotation,Total Die Local Translation,Total Die Local Rotation,Total Die Local Translation_left,Total Die Local Rotation_left,Total Head Translation,Total Head Rotation,Total Grabbed Time,Total Grabbed Time_left
1,1,135,-0.3897994,0.5215698,0.7589607,1,17.01201,False,-0.001572765,0.007797241,-0.002752692,0.008417117,0.05162589,-0.000499776,-0.05423806,-0.9971925,351.4113,0.6894413,-0.006674291,-0.7243258,0.2855767,0.1964997,0.1979129,0,0,0,0.4752204,367.0247,0,0,0.3080463,518.814,0.2488559,416.8395,0,0,0.1464376,26.53001,5.134275,0
1,2,135,0.7957006,0.5910311,0.1324493,1,12.75399,False,-0.002462409,0.002408087,0.003298372,0.004768816,0.02068368,-0.04371594,-0.05301138,0.9974222,8.2297,0.2882496,-0.6092291,-0.7387711,0.5015504,0.5305988,0.6050176,0,0,0,0.7742426,611.2872,0,0,0.3841403,990.794,0.3651969,751.3751,0,0,0.06929918,17.43347,5.247584,0
1,3,135,0.7868934,0.05833454,-0.6143255,0.9999999,7.282038,False,0.001261372,0.003914058,-0.002692014,0.004915064,0.003601108,0.04924576,0.05856673,0.9970616,8.786759,0.04700954,0.6428635,0.7645411,0.1990224,0.1471517,0.1611088,0,0,0,0.2885907,306.2238,0,0,0.2272868,465.1698,0.1807707,311.8742,0,0,0.02638063,9.933858,1.854223,0
1,4,135,-0.4233525,-0.9055694,0.02676952,1,10.10076,False,-0.0006978959,-0.001792789,0.006033391,0.006332689,-0.01810903,0.02898353,0.009358664,-0.9993721,355.9389,-0.5110872,0.8179957,0.2641275,0.1196913,0.1012714,0.07921285,0,0,0,0.1867504,183.5662,0,0,0.1446312,315.0795,0.07920471,149.3678,0,0,0.01827834,6.653838,1.001164,0
1,5,135,-0.6628603,0.1349742,0.7364769,1,9.393304,False,0.004424177,0.005941629,-0.001455545,0.007549498,0.02101967,-0.05982506,-0.03813961,-0.9972585,351.5129,0.2840651,-0.8084909,-0.5154283,0.3222974,0.2100976,0.2066009,0,0,0,0.5042926,399.4112,0,0,0.3960563,612.121,0.195392,395.0725,0,0,0.1156632,26.51714,6.360759,0
1,6,135,0.3050697,-0.7447876,0.5934846,1,14.58996,False,-0.001228243,-0.001291513,0.005795687,0.006063545,0.04165406,0.0003961742,-0.0221837,0.9988858,5.410168,0.8825951,0.008394413,-0.4700435,0.4551535,0.517319,0.6202315,0,0,0,0.8897536,794.9191,0,0,0.6442394,1178.242,0.3490252,739.1106,0,0,0.1020154,32.61238,5.662489,0
1,7,135,0.7855336,-0.2564351,-0.5631855,0.9999999,16.2944,False,-0.0005238242,0.003174067,0.007146269,0.00783698,-0.01632134,-0.02933667,0.01345801,0.9993458,4.145464,-0.4512615,-0.8111164,0.3720944,0.1875216,0.1717438,0.1721948,0,0,0,0.2642293,297.7361,0,0,0.1853113,440.6501,0.1335491,287.0654,0,0,0.03924355,11.44615,2.445036,0
1,8,135,0.09677365,0.6086391,0.7875235,1,6.268362,False,-0.001185507,0.003718913,0.0009476542,0.004016689,-0.005579498,0.03096213,0.006997677,-0.9994805,356.3063,-0.1731285,0.9607368,0.2171338,0.1160405,0.1050822,0.1095582,0,0,0,0.2042058,214.0456,0,0,0.1525273,337.1977,0.09809224,210.0928,0,0,0.02838851,5.995141,2.579929,0
1,9,135,0.7618891,-0.2679237,-0.5896964,1,9.739852,False,-0.001432799,0.004918635,0.006728292,0.0084567,-0.04137773,-0.0001636625,0.02813746,0.9987473,5.736386,-0.8269145,-0.003270718,0.5623139,0.2102433,0.1827284,0.2251698,0,0,0,0.4696165,398.4192,0,0,0.3237288,602.929,0.1788379,397.4574,0,0,0.06753674,15.54355,4.664857,0
1,10,135,0.9321982,-0.212264,-0.2931732,1,7.655007,False,-0.002575569,0.001275301,0.006379634,0.006997119,0.01864669,0.007038725,0.0141122,0.9997019,2.798275,0.7636537,0.2882629,0.5779492,0.2150503,0.1434488,0.1429979,0,0,0,0.3328491,251.6873,0,0,0.2763807,455.4501,0.1570172,287.0573,0,0,0.0516848,14.5764,3.510075,0
2,1,135,0.3569042,0.1122069,0.9273775,1,7.340835,False,-0.002972998,0.000765264,-0.002361745,0.003873265,-0.04384613,-0.04215344,-0.02967386,-0.9977075,352.2391,-0.6478927,-0.6228808,-0.4384761,0.2533518,0.2349903,0.2453353,0,0,0,0.6921544,484.4656,0,0,0.3894118,600.8016,0.2176599,399.8745,0,0,0.1100994,27.58608,3.879984,0
2,2,135,-0.6580652,-0.2575753,-0.7075346,1,5.80849,False,0.001701504,-0.001318336,3.901124E-05,0.002152823,0.01004622,-0.01036768,0.01163952,0.999828,2.125136,0.54172,-0.5590541,0.627635,0.1034258,0.05665378,0.06048631,0,0,0,0.1629277,131.0001,0,0,0.1551352,175.7616,0.05627469,101.7419,0,0,0.02755368,8.411805,1.10959,0
2,3,135,-0.4295798,-0.3906776,-0.8141451,1,11.55887,False,-0.0003766641,0.001274884,-0.001725346,0.002178078,0.01695618,0.01944623,-0.0463934,0.9985901,6.085835,0.3194207,0.3663282,-0.8739593,0.2169018,0.1609871,0.2419897,0,0,0,0.4304422,269.334,0,0,0.2887664,462.4098,0.1960355,341.1129,0,0,0.05503751,11.44517,6.361894,0
2,4,135,0.4493347,0.02277753,-0.8930731,1,6.462574,False,0.004427966,0.0009698868,0.002111465,0.005000584,0.008053653,0.006018281,-0.005802355,0.9999327,1.329404,0.6942101,0.5187647,-0.5001523,0.09024664,0.06888062,0.07539214,0,0,0,0.2617049,125.1994,0,0,0.1926853,303.0722,0.1192058,268.7059,0,0,0.04516317,11.59572,2.51179,0
2,5,135,0.2489894,-0.5176837,0.8185401,1,5.784592,False,-0.008204665,0.002606034,-0.00698173,0.01108389,0.041331,0.002558915,0.004593187,0.9991318,4.775723,0.992014,0.0614183,0.1102443,0.2082463,0.2031822,0.1665547,0,0,0,0.4164715,266.3132,0,0,0.3078551,425.2236,0.1389822,258.9982,0,0,0.04048819,12.79662,1.475011,0
2,6,135,-0.2981092,0.5333433,-0.7916286,1,7.683091,False,0.0001103394,0.003257751,0.004219055,0.005331561,0.02097512,0.007878739,0.006015642,0.9997309,2.658265,0.9042587,0.3396604,0.2593404,0.1630061,0.1416336,0.1786324,0,0,0,0.4035269,294.0041,0,0,0.3218386,432.9747,0.1304094,292.0358,0,0,0.05844861,16.21872,2.250747,0
2,7,135,-0.3767833,-0.8208467,0.4292378,1,13.85197,False,0.00457387,0.005902469,0.0009668469,0.007529557,-0.03785966,0.04266449,0.02441323,0.9980734,7.114318,-0.6102028,0.6876447,0.3934801,0.3969657,0.3620206,0.3607898,0,0,0,0.8448419,586.1458,0,0,0.610891,936.1982,0.2929845,573.4749,0,0,0.1076908,30.70548,6.745605,0
2,8,135,0.353119,0.7864987,0.5066822,1,3.739445,False,-0.0004203133,-0.001752377,-0.0004443228,0.001856047,-0.05132507,-0.02132765,-0.009889365,0.9984053,6.472438,-0.9091731,-0.3777983,-0.1751804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,135,0.3976794,0.7901345,-0.4664103,1,9.504545,False,0.0007289238,-0.004341125,0.00939104,0.01037152,-0.001462999,0.01148213,0.002202479,0.9999307,1.350433,-0.1241441,0.9743264,0.1868933,0,0,0,0.1555174,0.2232373,0.2167916,0,0,0.2076151,194.819,0.2389563,450.3461,0,0,0.1127918,243.7323,0.07299858,14.5537,0,3.376459
2,10,135,0.3331065,-0.6825255,0.6505375,1,10.37499,False,0.003818218,0.002882957,-0.006795645,0.008310897,0.07213755,0.006438118,0.04585567,-0.9963193,350.1652,0.8415508,0.07510656,0.5349486,0,0,0,0.1904564,0.1549727,0.1310058,0,0,0.3680385,245.3683,0.4008712,451.9774,0,0,0.1483454,256.2741,0.1422314,31.94241,0,3.862876
3,1,135,-0.355547,0.1400334,-0.9241087,1,6.375521,False,-0.003127225,0.0003091693,0.002948076,0.004308859,-0.01595438,0.01965028,0.006639402,0.9996576,2.99866,-0.6097552,0.7510075,0.2537491,0.1572792,0.1314575,0.1672097,0,0,0,0.315097,216.5955,0,0,0.2538164,377.3887,0.1534169,261.1313,0,0,0.04600752,14.0848,2.470099,0
3,2,135,0.8971208,-0.4265713,0.11494,1,14.86311,False,0.002759241,0.002229273,0.007701457,0.008479121,0.07289216,0.03436815,-0.01498627,-0.9966348,350.5965,0.8892599,0.4192799,-0.1828274,0.4321159,0.4005327,0.4263544,0,0,0,0.7854266,494.2644,0,0,0.5586436,818.7555,0.3396562,601.015,0,0,0.08940754,21.43433,6.650496,0
3,3,135,-0.8853681,-0.1570443,-0.4375619,1,14.67548,False,0.001123384,0.002238095,0.001572132,0.002956799,0.04023997,0.0005196576,0.0005021275,-0.9991899,355.3869,0.9998453,0.01291197,0.0124764,0.3595302,0.3453728,0.376617,0,0,0,0.9145172,595.4039,0,0,0.5152378,783.1301,0.3248744,612.4667,0,0,0.07640462,21.50576,4.651769,0
3,4,135,0.3993151,-0.2889557,-0.8700874,1,4.643533,False,-0.0004912689,0.007496536,-0.003192782,0.008162919,0.01472585,-0.003129304,-0.001281196,0.9998859,1.731395,0.9746323,-0.2071134,-0.08479618,0.06776611,0.0449574,0.03971335,0,0,0,0.1109274,88.8972,0,0,0.09371077,141.5564,0.06903374,106.8154,0,0,0.01406629,3.304247,1.333471,0
3,5,135,0.3226603,-0.860714,-0.3937789,1,7.805921,False,0.001345944,0.000746429,-0.0007042289,0.00169253,0.06147295,0.03614054,0.0140652,0.9973551,8.336193,0.8457679,0.4972351,0.1935142,0.07255062,0.07168696,0.1108113,0,0,0,0.1573002,203.6314,0,0,0.142426,226.2977,0.09721509,181.1653,0,0,0.01993655,5.685505,1.04171,0
3,6,135,0.8619858,-0.4300162,0.2684519,0.9999999,8.083387,False,-0.0004174076,0.002006292,0.005243987,0.005630172,-0.04306331,-0.0381954,0.004231653,0.9983331,6.617573,-0.7461122,-0.6617711,0.07331736,0.1903065,0.1754198,0.1556654,0,0,0,0.2675436,240.6857,0,0,0.2362543,342.7033,0.1772422,291.0036,0,0,0.03590154,8.03249,3.581715,0
