Event Name,Timestamp,Trial Duration,Block Num,Trial Num,Die World Position X,Die World Position Y,Die World Position Z,Die World Position Magnitude,Die World Rotation X,Die World Rotation Y,Die World Rotation Z,Die World Rotation W,Die World Rotation Angle,Die World Rotation Axis X,Die World Rotation Axis Y,Die World Rotation Axis Z,Die Local Position X,Die Local Position Y,Die Local Position Z,Die Local Position Magnitude,Die Local Rotation X,Die Local Rotation Y,Die Local Rotation Z,Die Local Rotation W,Die Local Rotation Angle,Die Local Rotation Axis X,Die Local Rotation Axis Y,Die Local Rotation Axis Z,Die Local_left Position X,Die Local_left Position Y,Die Local_left Position Z,Die Local_left Position Magnitude,Die Local_left Rotation X,Die Local_left Rotation Y,Die Local_left Rotation Z,Die Local_left Rotation W,Die Local_left Rotation Angle,Die Local_left Rotation Axis X,Die Local_left Rotation Axis Y,Die Local_left Rotation Axis Z,Target Offset Position X,Target Offset Position Y,Target Offset Position Z,Target Offset Position Magnitude,Target Offset Rotation X,Target Offset Rotation Y,Target Offset Rotation Z,Target Offset Rotation W,Target Offset Rotation Angle,Target Offset Rotation Axis X,Target Offset Rotation Axis Y,Target Offset Rotation Axis Z
Release,1772968188633,9.679307,3,6,-0.05,1,0.3,1.045227,0,0,0,1,0,1,0,0,0.1061818,-0.0520664,0.03163153,0.1224175,-0.2722468,0.9285946,0.05599877,-0.2458821,208.468,-0.2808696,0.9580056,0.0577724,0.04511202,-0.2547906,0.2132501,0.3353043,-0.2005912,-0.4160875,0.4855135,0.7422339,84.15589,-0.2993269,-0.6208956,0.7244946,0.1,0,0,0.1,-0.2744278,0.2270879,0.8524517,0.3826834,135,-0.2970385,0.2457982,0.9226871
Trial Start,1772968189299,0,3,6,-0.04992615,0.9999567,0.3001476,1.045225,0.003910924,0.002484879,-0.001228135,0.9999885,0.5496507,0.815353,0.5180499,-0.2560428,0.1061818,-0.0520664,0.03163153,0.1224175,-0.2722468,0.9285946,0.05599877,-0.2458821,208.468,-0.2808696,0.9580056,0.0577724,0.04511202,-0.2547906,0.2132501,0.3353043,-0.2005912,-0.4160875,0.4855135,0.7422339,84.15589,-0.2993269,-0.6208956,0.7244946,0.09992614,4.327297E-05,-0.0001475513,0.09992626,-0.2735242,0.2231375,0.854482,0.3811231,135.1935,-0.295854,0.2413539,0.9242397
Grab,1772968189341,0.0421085,3,6,-0.0481683,0.9988821,0.3029512,1.044923,0.08235601,0.006070239,-0.06538288,0.9944375,12.09222,0.7818946,0.05763134,-0.6207504,0.1194102,-0.07722498,0.009605935,0.1425299,0.4174442,0.7174191,-0.4779842,0.2873696,146.5989,0.4358275,0.7490126,-0.4990336,0.1410524,-0.2349144,0.1801358,0.3279168,0.1427537,-0.01322682,0.9877506,-0.06160652,187.0641,0.1430253,-0.01325199,0.9896303,0.0981683,0.001117945,-0.002951205,0.09821901,-0.2843953,0.1712401,0.8930988,0.3035967,144.6525,-0.2984835,0.1797229,0.9373406
Release,1772968189634,0.3328497,3,6,-0.04474318,0.9730255,0.2905832,1.016474,0.5595814,-0.0202603,-0.5323807,0.6348457,101.1829,0.724247,-0.02622221,-0.689042,0.1044247,-0.08510093,0.02602935,0.1372013,0.2634886,0.6800975,-0.6836535,-0.02567511,182.9425,0.2635755,0.6803218,-0.6838789,0.1292958,-0.2154228,0.1622522,0.2990822,0.1021103,0.5398167,0.7558326,0.3562143,138.2642,0.1092785,0.5777122,0.8088925,0.09474318,0.0269745,0.009416848,0.09895742,-0.2847356,-0.178997,0.8664228,-0.3690495,223.314,-0.3063617,-0.1925921,0.9322289
Grab,1772968190299,0.9998014,3,6,-0.04791354,0.9683008,0.2875744,1.011237,0.5669922,0.02287805,-0.6715003,0.4765332,123.0816,0.6449274,0.02602273,-0.7638007,0.1220611,-0.07000192,0.01328779,0.1413355,-0.1536299,0.5430384,-0.8002595,-0.2027121,203.3912,-0.1568871,0.5545517,-0.8172264,0.1304553,-0.2090777,0.1576277,0.2925381,0.05944586,0.5958508,0.6023129,0.5278706,116.2766,0.06999189,0.7015582,0.7091667,0.09791354,0.03169924,0.01242557,0.1036644,-0.1757604,-0.1995952,0.798229,-0.5404633,245.4304,-0.2088985,-0.2372271,0.948728
Release,1772968190868,1.569507,3,6,-0.04331606,0.9759522,0.2542357,1.009453,0.376095,0.2540295,-0.8765765,-0.16011,198.4266,0.3810103,0.2573495,-0.8880329,0.1113477,-0.06709925,0.03517001,0.1346758,-0.4383129,0.320838,-0.4891247,-0.6824237,266.0666,-0.5996424,0.4389287,-0.6691565,0.1184588,-0.2115972,0.1277263,0.2740801,-0.1991636,0.4736462,0.01771207,0.8577177,61.87746,-0.3873864,0.9212733,0.03445115,0.09331606,0.02404779,0.04576436,0.1066797,0.3156211,-0.2136178,0.3540846,-0.8540345,297.3065,0.606711,-0.4106324,0.6806486
Grab,1772968190883,1.582571,3,6,-0.04320273,0.9767107,0.2506615,1.009288,0.3898997,0.2870567,-0.8507538,-0.2044375,203.5932,0.3983122,0.2932502,-0.8691097,0.112685,-0.06635433,0.03531859,0.1354556,-0.4301672,0.3119859,-0.4763767,-0.7004902,268.9327,-0.6027603,0.4371618,-0.66751,0.1181338,-0.2115727,0.1264697,0.2733371,-0.2212063,0.4765526,0.003441181,0.8508547,63.3905,-0.4210236,0.9070264,0.006549627,0.09320273,0.02328932,0.04933852,0.1079974,0.344793,-0.2551773,0.3186141,-0.8452736,295.4026,0.6452765,-0.4775617,0.5962829
Release,1772968190979,1.680451,3,6,-0.04250074,0.9783823,0.2482478,1.01028,0.4260817,0.3412881,-0.8015792,-0.2438187,208.2241,0.4393406,0.3519084,-0.826523,0.1247728,-0.064403,0.03399337,0.1444699,-0.3622804,0.2423885,-0.4440549,-0.7828257,283.0401,-0.5822187,0.3895411,-0.7136381,0.1160875,-0.2130786,0.1204723,0.2709102,-0.3305557,0.515034,-0.06957117,0.7878026,76.03875,-0.5366793,0.8361919,-0.1129534,0.09250075,0.02161765,0.05175219,0.1081758,0.3768169,-0.329212,0.2893243,-0.8160393,289.3805,0.6519361,-0.5695743,0.500564
Grab,1772968191534,2.235349,3,6,-0.04979098,0.9743199,0.2512475,1.007424,0.3510208,0.3395469,-0.8600999,-0.147379,196.9501,0.3548962,0.3432957,-0.8695958,0.117717,-0.05964544,0.01745604,0.1331149,-0.655992,0.3739193,-0.3826442,-0.5323932,244.3346,-0.7749488,0.4417253,-0.4520324,0.1229438,-0.2087625,0.1234585,0.2719172,-0.3220103,0.4263257,0.006677095,0.8452878,64.59446,-0.6026639,0.7978973,0.01249663,0.09979098,0.02568007,0.04875249,0.1139935,0.3908807,-0.2266,0.3764062,-0.808816,287.9608,0.6646929,-0.3853334,0.640079
Release,1772968191841,2.541531,3,6,-0.04771967,0.9708518,0.2439986,1.00218,-0.07494345,-0.02610704,-0.9671901,-0.2413405,207.9313,-0.07722621,-0.02690225,-0.9966506,0.09501866,-0.04800526,0.04287629,0.1147668,-0.7595317,0.2707442,-0.2895688,-0.5157124,242.0902,-0.8865143,0.3160087,-0.3379804,0.1193178,-0.2029997,0.11407,0.261644,0.07470074,0.08134909,-0.1683463,0.9795212,23.23077,0.3710161,0.4040364,-0.8361253,0.09771967,0.02914822,0.05600138,0.1163396,0.2922923,0.2844947,0.1402132,-0.9022019,308.898,0.6776787,0.6596,0.3250839
Grab,1772968192855,3.554438,3,6,-0.01974655,0.9774504,0.2553256,1.010441,-0.1273061,-0.2377799,-0.9611072,0.05938802,173.1906,-0.1275312,-0.2382003,-0.9628065,0.1086834,-0.05251459,0.01924029,0.1222295,-0.8827981,0.3129184,-0.334744,0.1034231,168.1274,-0.8875576,0.3146054,-0.3365487,0.09622356,-0.2204664,0.132664,0.2747074,0.3600245,0.02131378,0.1116311,0.9259951,44.36227,0.9536163,0.05645496,0.2956832,0.06974655,0.02254963,0.0446744,0.08584211,0.04798014,0.4767576,0.3242621,-0.8156313,289.2996,0.08292852,0.8240243,0.5604522
Release,1772968193688,4.387817,3,6,0.04027851,1.024328,0.2439123,1.053738,-0.06070593,-0.09126522,-0.9542736,-0.2781142,212.2954,-0.06319927,-0.0950137,-0.9934679,0.1037271,-0.04677314,0.03575189,0.1192696,-0.9003795,0.3311892,-0.2807578,-0.02838143,183.2527,-0.9007424,0.3313227,-0.2808709,0.04453116,-0.2753682,0.1255783,0.3059095,0.1449824,0.08826517,-0.1979611,0.9654019,30.23108,0.555986,0.3384838,-0.7591514,0.009721491,-0.02432811,0.05608769,0.06190471,0.2384582,0.2853974,0.08927445,-0.9239677,315.0264,0.6234678,0.7461941,0.2334151
Grab,1772968194590,5.291705,3,6,0.04055096,1.019619,0.2491625,1.050404,-0.07342061,-0.09246193,-0.9330893,-0.3397127,219.7188,-0.07806308,-0.09830841,-0.9920897,0.1076223,-0.05825204,0.02532286,0.1249684,-0.8852044,0.1172194,-0.3744602,-0.2499048,208.9438,-0.914212,0.1210606,-0.386731,0.04512532,-0.271684,0.1322524,0.3055146,0.1399786,0.1059477,-0.2630124,0.9486863,36.86881,0.4426638,0.3350455,-0.8317418,0.009449039,-0.01961875,0.0508375,0.05530489,0.2543974,0.2768922,0.0254421,-0.9262643,315.7195,0.6750183,0.734706,0.06750807
Release,1772968195436,6.141018,3,6,0.04871264,1.009763,0.2780438,1.048476,0.1413984,-0.1949915,-0.9131756,-0.3287785,218.3893,0.1497219,-0.2064697,-0.96693,0.1148872,-0.05054039,0.0208889,0.1272389,-0.8530119,0.223686,-0.4604996,-0.1013688,191.636,-0.8574284,0.2248442,-0.4628838,0.04375756,-0.2685071,0.1633746,0.3173358,0.2335316,0.3153232,-0.2313831,0.8902226,54.19757,0.5126637,0.6922179,-0.5079471,0.00128736,-0.009762526,0.02195618,0.02406321,0.07726542,0.1300238,0.04778814,-0.9873401,341.7466,0.4871153,0.8197274,0.3012775
Grab,1772968196020,6.721433,3,6,0.05027718,1.010801,0.2792325,1.049865,0.1174927,-0.2055269,-0.8980777,-0.3706895,223.5163,0.1265053,-0.2212925,-0.9669675,0.111143,-0.07418054,0.0111779,0.1340912,-0.7892226,0.005496368,-0.4847577,-0.3769716,224.2924,-0.8520854,0.005934162,-0.5233694,0.04296748,-0.2703052,0.1642641,0.3192081,0.2361831,0.3029519,-0.2903824,0.8764222,57.57254,0.4904706,0.6291265,-0.6030241,-0.0002771802,-0.01080108,0.02076751,0.02341003,0.08550578,0.1407733,-0.002036548,-0.9863406,341.0381,0.5190994,0.8546245,-0.01236374
On Target,1772968199327,10.04102,3,6,0.04006617,1.001198,0.3002419,1.046015,0.3368146,-0.2384921,-0.8076846,-0.4210975,229.8078,0.3713439,-0.2629417,-0.8904861,0.1084456,-0.07676247,0.02380234,0.1349795,-0.6793097,-0.1574496,-0.3650877,-0.6168137,256.1676,-0.8630438,-0.2000353,-0.4638336,0.05685662,-0.2624324,0.1844077,0.3257447,0.2250933,0.5061849,-0.3312832,0.7637811,80.40266,0.3487247,0.7842046,-0.5132389,0.009933829,-0.001197577,-0.0002419055,0.01000868,-0.03322017,-0.06982628,-0.03884012,-0.9962491,350.0717,-0.3839034,-0.8069358,-0.4488495
Trial End,1772968200327,11.04082,3,6,0.04311524,0.9982768,0.3023245,1.043942,0.2966861,-0.2254648,-0.8168347,-0.4403679,232.2547,0.3304527,-0.2511255,-0.9098006,0.1067219,-0.07778692,0.02491142,0.134391,-0.672914,-0.1797751,-0.3559612,-0.6230243,257.0747,-0.8602811,-0.229832,-0.4550756,0.05404374,-0.2606172,0.1878109,0.3257529,0.2136294,0.4671781,-0.3495932,0.7835125,76.83339,0.3438005,0.7518443,-0.5626112,0.006884761,0.00172323,-0.002324492,0.007468114,0.0006077145,-0.04246902,-0.05730323,-0.997453,351.8196,0.008520107,-0.5954121,-0.8033866
Trial Load,1772968200327,11.04082,3,7,-0.05,1,0.3,1.045227,0,0,0,1,0,1,0,0,0.1067219,-0.07778692,0.02491142,0.134391,-0.672914,-0.1797751,-0.3559612,-0.6230243,257.0747,-0.8602811,-0.229832,-0.4550756,0.05404374,-0.2606172,0.1878109,0.3257529,0.2136294,0.4671781,-0.3495932,0.7835125,76.83339,0.3438005,0.7518443,-0.5626112,0.1,0,0,0.1,-0.1939893,0.8209758,-0.3767232,0.3826835,135,-0.2099725,0.8886178,-0.4077622
Release,1772968200340,11.04082,3,7,-0.05,1,0.3,1.045227,0,0,0,1,0,1,0,0,0.1067219,-0.07778692,0.02491142,0.134391,-0.672914,-0.1797751,-0.3559612,-0.6230243,257.0747,-0.8602811,-0.229832,-0.4550756,0.05404374,-0.2606172,0.1878109,0.3257529,0.2136294,0.4671781,-0.3495932,0.7835125,76.83339,0.3438005,0.7518443,-0.5626112,0.1,0,0,0.1,-0.1939893,0.8209758,-0.3767232,0.3826835,135,-0.2099725,0.8886178,-0.4077622
Trial Start,1772968201105,0,3,7,-0.04997858,0.9996673,0.3002834,1.044989,0.0007132086,0.004531297,0.005364047,0.9999751,0.8079354,0.1011564,0.6426868,0.7607982,0.1067219,-0.07778692,0.02491142,0.134391,-0.672914,-0.1797751,-0.3559612,-0.6230243,257.0747,-0.8602811,-0.229832,-0.4550756,0.05404374,-0.2606172,0.1878109,0.3257529,0.2136294,0.4671781,-0.3495932,0.7835125,76.83339,0.3438005,0.7518443,-0.5626112,0.09997858,0.0003326535,-0.0002834201,0.09997953,-0.2003682,0.8184494,-0.377302,0.3842349,134.8075,-0.2170283,0.8865014,-0.4086737
Grab,1772968201145,0.0418652,3,7,-0.05056724,0.9969858,0.3025034,1.043094,0.02167095,0.007759986,0.04054462,0.9989126,5.3445,0.4648169,0.1664428,0.8696354,0.1218149,-0.06957284,0.01130983,0.1407379,0.4685462,0.7056453,-0.3824764,0.3691085,136.6787,0.5041459,0.7592595,-0.4115365,0.1418628,-0.2389221,0.1650924,0.3232093,0.1132949,-0.09108765,0.9808288,-0.1297779,194.9135,0.1142612,-0.09186453,0.9891943,0.1005672,0.003014207,-0.002503365,0.1006435,-0.238281,0.8174121,-0.3725326,0.3691601,136.6723,-0.256391,0.8795376,-0.400846
Release,1772968201964,0.8605671,3,7,-0.02831498,0.9822114,0.2264519,1.008376,0.08383031,-0.2640562,-0.3389484,0.8990889,51.92287,0.1914957,-0.6031902,-0.7742683,0.1495339,-0.08036494,0.02310532,0.1713265,0.2177625,0.7044168,-0.2737017,0.6176276,103.7138,0.2768857,0.8956681,-0.3480126,0.09725496,-0.2163945,0.1026227,0.258489,0.4112165,0.06715847,0.8872852,0.1977772,157.186,0.4195029,0.06851178,0.905165,0.07831498,0.01778865,0.07354811,0.108899,0.1712504,0.9365134,-0.1913991,0.2387102,152.3792,0.1763485,0.9643931,-0.197097
Grab,1772968202408,1.305936,3,7,-0.02847876,0.9819499,0.2275088,1.008363,0.07781399,-0.2833366,-0.3092272,0.9044579,50.49927,0.1824209,-0.6642315,-0.7249273,0.1217977,-0.06886385,0.02828808,0.1427484,0.2748742,0.6675313,-0.4340762,0.5389103,114.781,0.3263131,0.7924507,-0.5153077,0.09708923,-0.2162018,0.1038119,0.2587401,0.4210111,0.0560734,0.8870131,0.1811446,159.1271,0.4280932,0.05701666,0.9019343,0.07847876,0.01805007,0.07249123,0.1083499,0.1553742,0.9402673,-0.213475,0.2149065,155.1799,0.1590914,0.9627626,-0.2185822
Release,1772968203034,1.93002,3,7,-0.03292711,0.9691409,0.2017251,0.9904602,-0.07487532,-0.4637307,0.03825955,0.8819773,56.23642,-0.1588724,-0.9839556,0.08118009,0.1366763,-0.07645769,0.03060007,0.1595699,0.253873,0.5813656,-0.3906746,0.6670353,96.32269,0.3407571,0.7803291,-0.524377,0.09347633,-0.1960559,0.07936119,0.2312443,0.5454577,-0.1846725,0.7950211,-0.1905614,201.9711,0.5556395,-0.1881197,0.8098614,0.08292711,0.03085905,0.09827492,0.132239,0.0008473211,0.8659148,-0.4983322,-0.04308183,184.9383,0.0008481084,0.8667194,-0.4987953
Grab,1772968205325,4.221522,3,7,0.0006071789,1.024806,0.1909821,1.04245,0.6962547,-0.206318,0.5774661,0.3730888,136.1875,0.7504397,-0.2223744,0.6224065,0.1202443,-0.06625414,0.01140858,0.1377623,0.6892306,-0.3377951,-0.586361,0.2589144,149.9887,0.7135629,-0.3497205,-0.6070616,0.06754455,-0.2574191,0.0661111,0.2742217,0.1137289,0.5822221,0.352583,-0.7237185,272.7247,0.1648017,0.8436836,0.5109193,0.04939282,-0.0248065,0.1090179,0.1222289,-0.7351813,0.5355244,0.1700469,-0.379218,224.5705,-0.7945266,0.578753,0.1837734
Release,1772968205728,4.625821,3,7,0.02057986,1.022304,0.1932411,1.040611,0.2580325,-0.8972281,-0.07775002,-0.3497943,220.9495,0.2754325,-0.9577312,-0.08299297,0.09537367,-0.05892154,0.04384232,0.1203746,0.05170843,-0.4364591,-0.8324063,0.3375345,140.5465,0.05493223,-0.4636705,-0.8843033,0.04913487,-0.2604462,0.07336031,0.2750058,0.8143147,0.3993946,-0.421093,-0.007513277,180.861,0.8143376,0.3994059,-0.4211048,0.02942014,-0.02230406,0.1067589,0.1129623,0.3709491,0.1684712,0.199315,-0.8912283,306.056,0.8178702,0.3714461,0.4394507
Grab,1772968207170,6.067106,3,7,0.02227539,0.9991468,0.2121067,1.021655,0.0738622,-0.8128247,0.3686407,-0.444932,232.838,0.0824756,-0.9076117,0.4116295,0.107729,-0.07047282,0.02424333,0.130995,-0.123008,-0.8860031,-0.28271,0.3463277,139.4743,-0.1311227,-0.9444517,-0.30136,-0.006554171,-0.2784423,0.07515404,0.2884808,0.6545814,0.08213313,-0.5592354,-0.5020291,240.2687,0.7568721,0.09496798,-0.6466265,0.02772461,0.0008532405,0.08789335,0.09216628,0.06161103,-0.09791054,-0.07049675,-0.9907815,344.4284,0.4547957,-0.7227488,-0.5203877
Release,1772968207421,6.316919,3,7,0.02309834,1.003318,0.2302973,1.029669,0.1359142,-0.8045939,0.3856427,-0.4306225,231.0142,0.1505921,-0.8914851,0.4272897,0.09951545,-0.06769389,0.03341645,0.1249098,-0.06639036,-0.8925734,-0.3119796,0.3187068,142.8305,-0.07004285,-0.9416786,-0.3291432,-0.001008783,-0.2882203,0.08911794,0.3016852,0.644937,0.134781,-0.5354525,-0.528376,243.7916,0.7596336,0.1587506,-0.6306782,0.02690166,-0.003318191,0.06970274,0.07478758,0.01802993,-0.06923441,-0.02985395,-0.9969907,351.1078,0.2325798,-0.8930997,-0.3851056
Grab,1772968207434,6.330613,3,7,0.0231616,1.00315,0.2307166,1.0296,0.1420118,-0.8050248,0.3793645,-0.4334171,231.3692,0.1575819,-0.8932874,0.4209578,0.09996657,-0.06724696,0.03290528,0.1248929,-0.0647877,-0.8924176,-0.3119032,0.3195464,142.729,-0.06837242,-0.9417953,-0.3291609,-0.001452489,-0.2885691,0.09026696,0.3023613,0.6460826,0.1366894,-0.5339215,-0.5280353,243.7456,0.7607931,0.1609583,-0.6287181,0.0268384,-0.003150105,0.06928344,0.07436678,0.02155518,-0.06784876,-0.02147624,-0.9972315,351.4713,0.2898809,-0.9124514,-0.2888193
Release,1772968207532,6.428618,3,7,0.02371929,1.002716,0.2368729,1.030588,0.1714303,-0.797861,0.3702643,-0.4437725,232.6897,0.1912986,-0.8903312,0.413177,0.1008672,-0.06669798,0.03359623,0.125505,-0.06816553,-0.8999201,-0.3109823,0.297972,145.3283,-0.07140932,-0.9427446,-0.325781,-5.475806E-05,-0.2899052,0.09593813,0.3053672,0.6385147,0.1716257,-0.5434998,-0.5171573,242.2835,0.746024,0.2005229,-0.635011,0.02628071,-0.002716064,0.06312715,0.0684331,0.01707832,-0.06624381,0.01144894,-0.9975917,352.0455,0.2462257,-0.9550663,0.1650645
Grab,1772968208351,7.249041,3,7,0.03568935,0.9931548,0.2526226,1.025401,0.4347651,-0.6343538,0.03559677,-0.6382065,259.3164,0.5647289,-0.8239804,0.04623767,0.1154031,-0.07356815,0.008294483,0.1371092,-0.1553086,-0.9020388,-0.3865139,0.1131918,167.0013,-0.1563132,-0.9078735,-0.3890141,-0.005395118,-0.2869146,0.1171308,0.3099495,0.4998624,0.5184066,-0.6573727,-0.2219313,205.645,0.5126466,0.5316651,-0.6741853,0.01431065,0.006845236,0.04737744,0.04996272,0.1671795,-0.1243147,0.4606786,-0.8627701,299.2581,0.330658,-0.2458773,0.9111584
Release,1772968209906,8.803529,3,7,0.05129621,1.014943,0.2698391,1.051453,0.04331341,-0.929535,0.07164567,-0.3591037,222.0903,0.046409,-0.9959685,0.07676616,0.1139273,-0.05830655,0.02650761,0.1306971,-0.5397236,-0.5999057,-0.4000548,0.4344742,128.4963,-0.5992373,-0.6660554,-0.4441676,-0.01538239,-0.3137239,0.1312285,0.3404118,0.8325858,0.08401361,-0.4941051,-0.2358025,207.2779,0.8567451,0.08645145,-0.5084426,-0.001296207,-0.01494324,0.03016093,0.03368475,0.344445,0.06332093,-0.03689554,-0.9359417,318.7617,0.9781063,0.1798098,-0.1047708
Grab,1772968210714,9.609419,3,7,0.05118624,1.007998,0.271777,1.045248,0.2002552,-0.9309714,0.03807208,-0.3028872,215.2622,0.2101256,-0.9768579,0.03994861,0.1096254,-0.06024228,0.02840643,0.1282724,-0.08727533,-0.8156828,-0.4059402,0.4028118,132.4919,-0.09535338,-0.8911809,-0.4435133,-0.009211392,-0.3152772,0.119334,0.3372317,0.8477536,0.2286278,-0.4262724,-0.2175661,205.1322,0.8685595,0.2342389,-0.4367341,-0.00118624,-0.007998466,0.02822301,0.02935849,0.3015848,0.1756595,0.08334123,-0.9334049,317.9439,0.8404786,0.4895408,0.2322615
On Target,1772968211531,10.44105,3,7,0.04133542,1.003993,0.2828684,1.043899,0.2476295,-0.8229474,0.3449272,-0.3774421,224.3507,0.2674089,-0.8886802,0.3724782,0.1096853,-0.05996575,0.02396644,0.1272837,0.02883241,-0.8580498,-0.4166736,0.2988356,145.2246,0.030213,-0.8991359,-0.4366252,0.04137761,-0.3012017,0.1336971,0.3321287,0.6635454,0.2983363,-0.4905547,-0.4796451,237.3244,0.7562092,0.3399988,-0.5590604,0.008664582,-0.003992677,0.01713166,0.01960893,0.00530252,0.03143312,0.05384809,-0.9980403,352.8247,0.08473824,0.5023248,0.8605327
Trial End,1772968212517,11.42781,3,7,0.0464041,0.9974943,0.2915662,1.040269,0.2172316,-0.8460683,0.3370236,-0.351275,221.1306,0.2320175,-0.9036561,0.3599632,0.1052722,-0.06087226,0.02784204,0.1247511,0.02853344,-0.8457705,-0.4100083,0.3402228,140.2191,0.03034359,-0.8994257,-0.436019,0.03808001,-0.2811062,0.1454646,0.3187958,0.6938537,0.2923724,-0.4620697,-0.4685906,235.8857,0.7854218,0.3309569,-0.5230492,0.003595896,0.00250572,0.008433819,0.009504652,0.02705795,0.05184528,0.01757373,-0.9981339,352.9983,0.4431118,0.8490393,0.2877946
Trial Load,1772968212517,11.42781,3,8,-0.05,1,0.3,1.045227,0,0,0,1,0,1,0,0,0.1052722,-0.06087226,0.02784204,0.1247511,0.02853344,-0.8457705,-0.4100083,0.3402228,140.2191,0.03034359,-0.8994257,-0.436019,0.03808001,-0.2811062,0.1454646,0.3187958,0.6938537,0.2923724,-0.4620697,-0.4685906,235.8857,0.7854218,0.3309569,-0.5230492,0.1,0,0,0.1,-0.3072626,0.7135994,-0.4999189,0.3826834,135,-0.3325786,0.7723945,-0.5411084
Release,1772968212558,11.42781,3,8,-0.05,1,0.3,1.045227,0,0,0,1,0,1,0,0,0.1052722,-0.06087226,0.02784204,0.1247511,0.02853344,-0.8457705,-0.4100083,0.3402228,140.2191,0.03034359,-0.8994257,-0.436019,0.03808001,-0.2811062,0.1454646,0.3187958,0.6938537,0.2923724,-0.4620697,-0.4685906,235.8857,0.7854218,0.3309569,-0.5230492,0.1,0,0,0.1,-0.3072626,0.7135994,-0.4999189,0.3826834,135,-0.3325786,0.7723945,-0.5411084
Trial Start,1772968213433,0,3,8,-0.0502087,0.999907,0.2999713,1.04514,0.002203637,-0.006519838,0.005096056,0.9999634,0.9803772,0.2575733,-0.7620747,0.5956551,0.1052722,-0.06087226,0.02784204,0.1247511,0.02853344,-0.8457705,-0.4100083,0.3402228,140.2191,0.03034359,-0.8994257,-0.436019,0.03808001,-0.2811062,0.1454646,0.3187958,0.6938537,0.2923724,-0.4620697,-0.4685906,235.8857,0.7854218,0.3309569,-0.5230492,0.1002087,9.304285E-05,2.866983E-05,0.1002087,-0.3084718,0.7156042,-0.5022816,0.3747922,135.9771,-0.3327244,0.7718663,-0.5417719
Grab,1772968213459,0.0282619,3,8,-0.05148663,0.9982234,0.3007544,1.043817,0.03963733,-0.04637105,0.0121102,0.9980641,7.131471,0.6373217,-0.7455922,0.1947178,0.1260887,-0.06984542,0.01362949,0.1447843,0.4678802,0.7450228,-0.04927067,0.4728657,123.5591,0.5309973,0.8455266,-0.0559173,0.1136477,-0.2368616,0.1503017,0.3026711,0.1208555,-0.1524508,0.9731434,-0.1230648,194.138,0.1217811,-0.1536185,0.9805971,0.1014866,0.001776576,-0.000754416,0.101505,-0.3072964,0.7460579,-0.4895484,0.330619,141.3873,-0.3256071,0.790513,-0.518719
Release,1772968213918,0.4871084,3,8,-0.06904119,0.9603867,0.2534262,0.9956576,0.05156081,0.07230158,0.04372989,0.9950888,11.36158,0.5208899,0.7304223,0.4417786,0.1285454,-0.08495532,0.03978003,0.1591344,0.5099871,0.7179025,-0.3665932,0.3002314,145.057,0.5346525,0.7526237,-0.3843234,0.1122187,-0.181796,0.1180959,0.2441096,0.02358511,-0.1322769,0.9791556,-0.1523193,197.5227,0.02386357,-0.1338387,0.9907159,0.1190412,0.03961331,0.04657385,0.133825,-0.3928356,0.6947659,-0.4551891,0.3946943,133.5062,-0.427547,0.7561563,-0.4954102
Grab,1772968214642,1.210051,3,8,-0.06828319,0.9588041,0.255588,0.9946321,0.07888959,0.1313767,0.08288416,0.9847065,20.06673,0.4528116,0.7540777,0.4757397,0.1264694,-0.06355117,0.008884962,0.1418175,0.3106234,0.8908021,-0.2788399,0.1795355,159.3146,0.315754,0.9055154,-0.2834455,0.1119934,-0.1811399,0.120098,0.2444948,-0.03341742,-0.1245145,0.973994,-0.1863205,201.4763,-0.03401303,-0.1267337,0.9913536,0.1182832,0.04119593,0.04441202,0.1328926,-0.457577,0.6663815,-0.4273291,0.404906,132.2295,-0.5004351,0.7287969,-0.4673541
Release,1772968214946,1.515195,3,8,-0.0519799,0.9555288,0.2562818,0.9906652,0.3001229,0.1961398,-0.5604746,0.7465411,83.41672,0.4510826,0.2947966,-0.8423892,0.126189,-0.07367811,0.04117304,0.1518135,-0.00912701,0.7123228,-0.6918869,-0.1174963,193.4953,-0.009190671,0.7172912,-0.6967129,0.09605025,-0.1827585,0.1250804,0.2413947,-0.04930825,0.1902579,0.8720737,0.4481722,126.7471,-0.0551579,0.212829,0.9755315,0.1019799,0.0444712,0.04371819,0.119536,-0.04233582,0.7799219,0.1157083,0.6136295,104.2952,-0.0536172,0.9877505,0.1465415
Grab,1772968216782,3.349845,3,8,-0.05828167,0.9525933,0.2431498,0.9848617,-0.07684659,0.754751,-0.5457974,0.3557398,138.3224,-0.08222536,0.8075788,-0.5839998,0.108681,-0.06161771,0.01854385,0.126302,-0.08913291,0.8521634,-0.0568702,-0.512483,241.6587,-0.1038001,0.9923908,-0.06622846,0.09817586,-0.1752206,0.1126991,0.2303082,-0.5714294,-0.170726,0.4926923,0.6337,101.3528,-0.7386826,-0.2206963,0.6368997,0.1082817,0.04740673,0.05685022,0.131165,-0.06773122,0.09431108,0.2080956,0.9711922,27.57217,-0.2842295,0.3957701,0.8732591
