Event Name,Timestamp,Trial Duration,Block Num,Trial Num,Die World Position X,Die World Position Y,Die World Position Z,Die World Position Magnitude,Die World Rotation X,Die World Rotation Y,Die World Rotation Z,Die World Rotation W,Die World Rotation Angle,Die World Rotation Axis X,Die World Rotation Axis Y,Die World Rotation Axis Z,Die Local Position X,Die Local Position Y,Die Local Position Z,Die Local Position Magnitude,Die Local Rotation X,Die Local Rotation Y,Die Local Rotation Z,Die Local Rotation W,Die Local Rotation Angle,Die Local Rotation Axis X,Die Local Rotation Axis Y,Die Local Rotation Axis Z,Die Local_left Position X,Die Local_left Position Y,Die Local_left Position Z,Die Local_left Position Magnitude,Die Local_left Rotation X,Die Local_left Rotation Y,Die Local_left Rotation Z,Die Local_left Rotation W,Die Local_left Rotation Angle,Die Local_left Rotation Axis X,Die Local_left Rotation Axis Y,Die Local_left Rotation Axis Z,Target Offset Position X,Target Offset Position Y,Target Offset Position Z,Target Offset Position Magnitude,Target Offset Rotation X,Target Offset Rotation Y,Target Offset Rotation Z,Target Offset Rotation W,Target Offset Rotation Angle,Target Offset Rotation Axis X,Target Offset Rotation Axis Y,Target Offset Rotation Axis Z
On Target,1772967979305,6.305789,1,6,0.04630016,1.002243,0.2923062,1.045025,-0.4675548,-0.6752843,0.4065886,-0.4000866,227.1672,-0.5101652,-0.736826,0.4436428,0.09946868,-0.04796584,0.02981105,0.1143829,-0.1727558,-0.5004529,0.5874093,0.6120888,104.5186,-0.21846,-0.6328526,0.7428141,-0.3709506,0.1218197,-0.03776193,0.3922631,0.1886131,-0.5620232,0.1150318,-0.7970714,285.7027,0.3123327,-0.9306791,0.1904863,0.003699839,-0.00224328,0.007693797,0.008826983,0.03563926,-0.06573598,-0.02854859,-0.9967917,350.8183,0.4452693,-0.8212913,-0.35668
Trial End,1772967980305,7.305281,1,6,0.04619595,0.9980983,0.2920577,1.040976,-0.3922929,-0.7271664,0.4323208,-0.3611567,222.3425,-0.4206872,-0.7797989,0.4636122,0.1141095,-0.07389688,0.01789753,0.1371205,-0.09160423,-0.6077141,0.3535264,0.7052032,90.30809,-0.1292011,-0.8571361,0.498623,-0.3672635,0.1212652,-0.03212261,0.3880974,0.2756407,-0.5363764,0.1823985,-0.7765652,281.8943,0.4374993,-0.8513412,0.2895045,0.003804054,0.001901746,0.007942319,0.009009323,0.02794465,0.02551139,0.01774445,-0.9991264,355.2095,0.6686556,0.6104329,0.4245867
Trial Load,1772967980306,7.305281,1,7,-0.05,1,0.3,1.045227,0,0,0,1,0,1,0,0,0.1141095,-0.07389688,0.01789753,0.1371205,-0.09160423,-0.6077141,0.3535264,0.7052032,90.30809,-0.1292011,-0.8571361,0.498623,-0.3672635,0.1212652,-0.03212261,0.3880974,0.2756407,-0.5363764,0.1823985,-0.7765652,281.8943,0.4374993,-0.8513412,0.2895045,0.1,0,0,0.1,0.0830567,0.8682296,0.3046841,0.3826834,135,0.08989993,0.939765,0.3297877
Trial Start,1772967981111,0,1,7,-0.0497192,0.9991992,0.3004831,1.044587,0.01197014,0.01423746,0.004479751,0.999817,2.192217,0.6257635,0.7442927,0.2341882,0.1141095,-0.07389688,0.01789753,0.1371205,-0.09160423,-0.6077141,0.3535264,0.7052032,90.30809,-0.1292011,-0.8571361,0.498623,-0.3672635,0.1212652,-0.03212261,0.3880974,0.2756407,-0.5363764,0.1823985,-0.7765652,281.8943,0.4374993,-0.8513412,0.2895045,0.0997192,0.0008007884,-0.0004830956,0.09972359,0.0789092,0.8593472,0.3121243,0.3973339,133.1768,0.08598826,0.9364405,0.3401255
Grab,1772967981138,0.0278331,1,7,-0.0485714,0.9957041,0.3018179,1.041576,0.05544565,0.04413388,0.00746741,0.9974579,8.172485,0.7780959,0.6193522,0.1047938,0.1175964,-0.06083009,0.02275865,0.1343397,0.4107118,0.7940599,-0.322753,0.3108301,143.7815,0.4321164,0.8354432,-0.3395736,-0.3729707,0.03360002,-0.004758163,0.3745114,-0.3021521,-0.1100997,0.6840647,0.6547045,98.20551,-0.3997328,-0.1456566,0.9049851,0.0985714,0.004295945,-0.001817882,0.09868171,0.06859089,0.83286,0.3455259,0.4269093,129.4568,0.07585017,0.9210053,0.3820944
Release,1772967981583,0.4716884,1,7,0.0003073685,1.00656,0.2494601,1.037012,0.5312323,-0.1182067,-0.1598978,0.8235606,69.11433,0.9365408,-0.2083935,-0.2818933,0.1105065,-0.06004243,0.02758559,0.1287546,0.5714376,0.7956973,-0.1543474,0.1284596,165.2388,0.5762116,0.8023448,-0.1556369,-0.3456226,0.07571452,-0.06226698,0.359256,0.1880976,0.09035388,0.5686738,0.7956543,74.56583,0.3105195,0.1491601,0.938791,0.04969263,-0.006559849,0.05053988,0.07118054,-0.03207927,0.5851368,0.7831655,0.2079366,155.9971,-0.03279612,0.5982123,0.8006662
Grab,1772967982346,1.234973,1,7,0.01904898,1.003392,0.2478993,1.033737,0.5259919,-0.324821,0.139312,0.7735736,78.64823,0.8300244,-0.5125732,0.2198367,0.128169,-0.06124522,0.004791937,0.1421311,0.4020818,0.1947551,-0.8086754,0.382681,135.0003,0.4352098,0.2108011,-0.875303,-0.3400216,0.09697729,-0.0673352,0.3599352,0.3008361,0.0590726,0.7985938,0.5179345,117.6124,0.3516823,0.06905682,0.933569,0.03095102,-0.003391743,0.05210072,0.06069558,-0.3569604,0.6472525,0.6660435,0.1001479,168.5046,-0.3587641,0.650523,0.6694089
Release,1772967983110,1.999984,1,7,-0.0003082457,0.9792915,0.2332421,1.006685,0.2534527,-0.5407482,-0.7968187,-0.09183107,190.5379,0.2545282,-0.5430428,-0.8001999,0.1449172,-0.06623384,0.0118003,0.1597722,-0.20215,0.2470051,-0.7640992,0.5606034,111.8049,-0.2441177,0.2982849,-0.9227312,-0.3144343,0.07334857,-0.05520957,0.3275622,0.7226943,-0.3865906,-0.3924952,0.4173825,130.6611,0.7952788,-0.4254182,-0.4319157,0.05030825,0.0207085,0.06675795,0.08611844,0.4224449,-0.01619922,0.5419178,-0.7263629,273.1647,0.6146339,-0.02356897,0.7884604
Grab,1772967983762,2.651903,1,7,-0.0003806901,0.9790008,0.233244,1.006402,0.2562074,-0.5419355,-0.7990835,-0.04614566,185.2898,0.2564806,-0.5425134,-0.7999356,0.1276664,-0.06903355,0.004646881,0.1452099,-0.6753882,-0.03506046,-0.705051,0.2133654,155.3607,-0.6913072,-0.03588684,-0.7216693,-0.3140531,0.07499479,-0.05378291,0.3273319,0.6946306,-0.4179341,-0.3408748,0.4760504,123.1445,0.7898753,-0.4752393,-0.387614,0.05038069,0.02099919,0.06675605,0.08622964,0.4267897,0.02289315,0.5591944,-0.7103719,270.5304,0.6063848,0.03252669,0.7945059
Release,1772967984374,3.26236,1,7,-0.001814146,0.9316824,0.2371747,0.9613986,0.1546615,-0.900961,-0.386971,-0.1208412,193.8813,0.1558033,-0.9076121,-0.3898277,0.1827189,-0.06748153,0.01145588,0.1951184,-0.4482232,-0.3690792,-0.6364107,0.5077973,118.9656,-0.5202964,-0.4284262,-0.738744,-0.2820456,0.07828412,-0.01908164,0.2933296,0.8242692,-0.5559847,-0.04250444,0.09825936,168.7221,0.8282772,-0.5586882,-0.04271113,0.05181415,0.06831759,0.06282526,0.1062968,-0.007751898,0.1606015,0.3203816,-0.9335431,317.9881,-0.02162526,0.4480256,0.8937595
Grab,1772967985025,3.91518,1,7,0.003634084,0.9233119,0.2333026,0.9523383,0.1157328,-0.9471033,-0.2590607,-0.1499633,197.2496,0.1170565,-0.957936,-0.2620238,0.1112099,-0.06292329,0.01472328,0.1286225,-0.3739685,-0.5053451,-0.3580444,0.6903464,92.68492,-0.5169031,-0.6984931,-0.4948925,-0.2718761,0.08409753,-0.01372048,0.2849163,0.8094186,-0.5832676,0.02775576,-0.06221078,187.1334,0.8109895,-0.5843995,0.02780962,0.04636592,0.07668811,0.06669739,0.1117113,-0.1203876,0.1754594,0.2325927,-0.9490108,323.249,-0.3818878,0.556584,0.7378193
Release,1772967985386,4.275983,1,7,0.006127573,0.9591308,0.2271471,0.9856801,-0.1767158,-0.877907,-0.4147811,-0.1612687,198.5611,-0.1790596,-0.8895507,-0.4202824,0.09142072,-0.07521964,0.03388177,0.1231411,-0.6508596,-0.3050284,-0.2944839,0.6297769,101.9327,-0.8378985,-0.3926851,-0.3791103,-0.293964,0.08523494,-0.04731035,0.3097065,0.5983548,-0.7877004,-0.1397071,-0.04451659,185.1029,0.5989485,-0.7884821,-0.1398457,0.04387243,0.04086918,0.07285294,0.09435375,0.1468727,0.2153343,0.02907999,-0.9649943,329.5903,0.5600039,0.8210382,0.1108777
Grab,1772967986442,5.331734,1,7,0.005622231,0.9919457,0.2550597,1.024228,-0.4115519,-0.7247983,-0.3563843,-0.4222354,229.9516,-0.4540079,-0.7995691,-0.3931492,0.108644,-0.0645276,0.02020392,0.1279669,-0.6620985,-0.5055243,-0.1650588,0.5280402,116.2537,-0.7796555,-0.5952811,-0.1943653,-0.3382576,0.08245552,-0.04607908,0.3511985,0.4243238,-0.7767919,-0.3667057,-0.2864801,213.2947,0.4428868,-0.8107744,-0.3827481,0.04437777,0.008054256,0.04494029,0.06367014,0.2110135,0.006564228,-0.2893882,-0.9336406,318.0192,0.5890757,0.01832503,-0.8078706
Release,1772967986985,5.873693,1,7,0.02645391,1.003967,0.2494838,1.034839,-0.4783106,-0.7529301,-0.3097048,-0.3292389,218.4452,-0.5065526,-0.7973871,-0.3279914,0.08948095,-0.0688648,0.02662493,0.116009,-0.7413786,-0.3940887,-0.03253911,0.5422115,114.3314,-0.8823392,-0.4690179,-0.03872587,-0.3400784,0.1026276,-0.05956931,0.3601864,0.3536849,-0.8368479,-0.298945,-0.2919324,213.9474,0.3697935,-0.8749622,-0.3125604,0.02354609,-0.003966928,0.05051619,0.05587522,0.195185,0.1222895,-0.3345425,-0.9137995,312.0716,0.4805553,0.3010828,-0.8236601
Grab,1772967987399,6.290609,1,7,0.04830858,1.001614,0.2845534,1.04237,-0.259587,-0.8723903,-0.2655021,-0.317897,217.0716,-0.2737898,-0.9201214,-0.2800285,0.09094497,-0.06596658,0.02312967,0.1147064,-0.6743826,-0.4237246,-0.09633088,0.5969807,106.6921,-0.8406081,-0.5281665,-0.120075,-0.3599968,0.1338734,-0.03556706,0.3857263,0.5522793,-0.7738684,-0.1714096,-0.2583294,209.9419,0.5716841,-0.8010588,-0.1774322,0.00169142,-0.001614213,0.01544657,0.01562252,0.03764946,0.114882,-0.1481782,-0.9815437,337.9499,0.1968721,0.6007273,-0.7748357
On Target,1772967990526,9.429421,1,7,0.04817316,0.998333,0.2959175,1.04238,-0.1550879,-0.8546584,-0.3353924,-0.3647175,222.7804,-0.1665609,-0.9178838,-0.3602039,0.09507822,-0.06400029,0.01972807,0.1162975,-0.8087558,-0.398405,-0.06009375,0.4284583,129.2605,-0.8950753,-0.4409272,-0.06650763,-0.3686194,0.130721,-0.02029519,0.3916378,0.639268,-0.6982208,-0.2468118,-0.2071427,203.9099,0.6534407,-0.7137005,-0.2522837,0.001826845,0.001666963,0.004082531,0.004773173,0.05985412,0.02980128,-0.04644128,-0.9966809,350.661,0.7352363,0.3660732,-0.5704756
Trial End,1772967991513,10.41537,1,7,0.04968441,0.998815,0.2934257,1.042209,-0.1228034,-0.8583667,-0.3305961,-0.372602,223.7523,-0.1323325,-0.9249728,-0.3562492,0.09462054,-0.06310613,0.0201334,0.1155023,-0.8231037,-0.3833638,-0.0543741,0.4154226,130.9081,-0.904879,-0.4214509,-0.05977616,-0.3659954,0.1352562,-0.02583819,0.3910428,0.6691308,-0.6753196,-0.2311254,-0.2068543,203.8761,0.6839229,-0.6902484,-0.2362347,0.0003155917,0.001185,0.006574303,0.006687696,0.04155042,0.01493669,-0.02234069,-0.9987749,354.3273,0.8396821,0.3018518,-0.4514775
Trial Load,1772967991513,10.41537,1,8,-0.05,1,0.3,1.045227,0,0,0,1,0,1,0,0,0.09462054,-0.06310613,0.0201334,0.1155023,-0.8231037,-0.3833638,-0.0543741,0.4154226,130.9081,-0.904879,-0.4214509,-0.05977616,-0.3659954,0.1352562,-0.02583819,0.3910428,0.6691308,-0.6753196,-0.2311254,-0.2068543,203.8761,0.6839229,-0.6902484,-0.2362347,0.1,0,0,0.1,-0.194908,-0.8594752,0.2772486,0.3826834,135,-0.2109669,-0.9302893,0.3000917
Release,1772967991524,10.41537,1,8,-0.05,1,0.3,1.045227,0,0,0,1,0,1,0,0,0.09462054,-0.06310613,0.0201334,0.1155023,-0.8231037,-0.3833638,-0.0543741,0.4154226,130.9081,-0.904879,-0.4214509,-0.05977616,-0.3659954,0.1352562,-0.02583819,0.3910428,0.6691308,-0.6753196,-0.2311254,-0.2068543,203.8761,0.6839229,-0.6902484,-0.2362347,0.1,0,0,0.1,-0.194908,-0.8594752,0.2772486,0.3826834,135,-0.2109669,-0.9302893,0.3000917
Trial Start,1772967992304,0,1,8,-0.05003356,0.9999469,0.3002661,1.045254,0.001997228,0.003023749,0.002397632,0.9999906,0.4973207,0.4601974,0.6967263,0.5524576,0.09462054,-0.06310613,0.0201334,0.1155023,-0.8231037,-0.3833638,-0.0543741,0.4154226,130.9081,-0.904879,-0.4214509,-0.05977616,-0.3659954,0.1352562,-0.02583819,0.3910428,0.6691308,-0.6753196,-0.2311254,-0.2068543,203.8761,0.6839229,-0.6902484,-0.2362347,0.1000336,5.310774E-05,-0.0002660453,0.1000339,-0.1927714,-0.8616453,0.2752013,0.3803565,135.2885,-0.2084376,-0.9316694,0.2975663
Grab,1772967992331,0.0289411,1,8,-0.04981173,0.9994464,0.3014671,1.045111,0.02737862,0.009096094,-0.01272477,0.9995028,3.613772,0.8683072,0.2884808,-0.4035636,0.1197549,-0.07243992,0.02019319,0.1414092,0.4222482,0.7590127,-0.3354669,0.3647851,137.2113,0.4534979,0.8151857,-0.3602941,-0.3753808,0.03776036,-0.006605898,0.377333,-0.3001182,-0.1701505,0.6711183,0.6561847,97.98092,-0.397718,-0.2254842,0.8893691,0.09981173,0.0005536079,-0.001467079,0.09982405,-0.2137032,-0.8676393,0.260222,0.365811,137.085,-0.2296182,-0.9322545,0.2796013
Release,1772967993094,0.7918101,1,8,-0.05107013,0.9664905,0.2361748,0.9962382,0.4282681,0.05334497,-0.5535617,0.7122571,89.16228,0.6101393,0.07599881,-0.788641,0.131311,-0.09020565,0.007798743,0.1595006,0.05697712,0.9161636,-0.3925674,-0.05734709,186.5751,0.05707105,0.9176738,-0.3932146,-0.3070991,0.03574436,-0.03731335,0.3114158,0.1286582,0.01620347,0.1711938,0.9766665,24.80311,0.5990737,0.07544853,0.797133,0.1010701,0.03350949,0.06382519,0.1241439,-0.7636985,-0.6434247,0.05162277,-0.01022679,181.1719,-0.7637384,-0.6434583,0.05162546
Grab,1772967994011,1.709148,1,8,-0.05647466,0.9769164,0.2304564,1.005318,0.2829198,0.4657824,-0.4388359,0.7144412,88.80516,0.404347,0.665693,-0.6271813,0.1204418,-0.05969765,0.004046369,0.1344857,0.08472149,0.8119092,-0.3563754,-0.4545575,234.0729,0.095116,0.9115226,-0.4000992,-0.3136166,0.02062035,-0.04776104,0.317902,-0.2561955,0.2278745,0.1210996,0.9315429,42.64679,-0.7045466,0.6266629,0.3330281,0.1064747,0.02308363,0.06954359,0.1292517,-0.4955501,-0.7851982,0.2136353,-0.3037336,215.364,-0.5201222,-0.8241326,0.2242284
Release,1772967994331,2.029017,1,8,-0.03309586,0.9779721,0.2558196,1.011419,0.4310966,0.7692198,-0.4703595,-0.0349113,184.0014,0.4313596,0.769689,-0.4706464,0.09107802,-0.05286473,0.03762675,0.1118287,0.01074479,0.4560942,-0.2280468,-0.8601496,298.6668,0.02106648,0.8942292,-0.4471139,-0.3264179,0.04952968,-0.03381769,0.3318817,-0.1533329,0.6361142,-0.4813778,0.583201,108.648,-0.1887574,0.7830756,-0.5925905,0.08309586,0.02202791,0.04418045,0.09665436,-0.3491662,-0.2922064,-0.05027012,-0.888916,305.4747,-0.7622543,-0.6379069,-0.1097432
Grab,1772967994344,2.041815,1,8,-0.03185247,0.9782056,0.2573125,1.011984,0.44734,0.7598894,-0.4713624,-0.01650997,181.892,0.447401,0.759993,-0.4714266,0.0906229,-0.05277261,0.03707583,0.1112298,0.01125742,0.4389886,-0.2302124,-0.8684266,300.5526,0.02270475,0.8853825,-0.4643083,-0.3285386,0.05197881,-0.03381982,0.3343399,-0.1364091,0.6520282,-0.4899386,0.5623276,111.5662,-0.1649615,0.788507,-0.5924898,0.08185247,0.02179438,0.04268754,0.09485277,-0.3624177,-0.3087593,-0.06056395,-0.8772989,302.6364,-0.7551242,-0.6433229,-0.1261895
Release,1772967994511,2.208843,1,8,-0.00902237,1.005453,0.2429115,1.034419,0.740594,0.6378302,-0.1674051,-0.1291072,194.836,0.7468446,0.6432135,-0.168818,0.09240967,-0.04754058,0.04319745,0.1125419,0.1367704,0.4074137,-0.331083,-0.8400548,294.2918,0.2521106,0.7509909,-0.6102896,-0.3397275,0.07037134,-0.06415048,0.3528203,0.1159163,0.8730755,-0.2561063,0.3983872,133.0452,0.1263782,0.951874,-0.2792209,0.05902237,-0.00545311,0.05708846,0.08229502,-0.225292,-0.3058227,-0.4839356,-0.7883669,284.0663,-0.3662062,-0.4971067,-0.7866246
Grab,1772967995332,3.028593,1,8,0.05145245,0.9751399,0.2398052,1.005511,0.7694086,0.3491317,0.002901693,0.5348917,115.3269,0.9106282,0.4132124,0.003434278,0.1258278,-0.05761731,0.01780034,0.1395323,0.5084692,0.707916,-0.07180292,-0.4849313,238.0159,0.5814052,0.8094611,-0.08210249,-0.3090044,0.1329996,-0.05747071,0.3412851,0.1654213,0.6495402,0.3995089,0.6254006,102.5768,0.211996,0.8324196,0.5119915,-0.001452453,0.02486008,0.06019481,0.06514252,-0.2994044,-0.807216,-0.4460515,-0.2445353,208.3087,-0.3087788,-0.8324901,-0.4600174
Release,1772967995623,3.319575,1,8,0.02639894,1.040198,0.2061464,1.060757,0.07561465,0.7636399,-0.2278716,0.5993422,106.3544,0.09446011,0.9539621,-0.2846641,0.121528,-0.04489643,0.006824833,0.1297356,0.2886693,0.8472003,0.2747656,-0.3513201,221.1362,0.3083232,0.9048814,0.2934729,-0.3408469,0.09619904,-0.1180965,0.3733332,-0.5902045,0.3848726,0.03193633,0.7088807,89.71216,-0.8367798,0.5456644,0.04527867,0.02360106,-0.04019797,0.09385358,0.1047921,-0.1298849,-0.7839022,0.3372201,-0.5048862,240.6476,-0.1504715,-0.9081499,0.3906692
Grab,1772967996553,4.250026,1,8,0.04164036,1.047709,0.2094618,1.069253,-0.05401936,0.8357499,-0.1169832,0.5337782,115.4778,-0.06388102,0.9883226,-0.1383394,0.1119161,-0.06155499,-0.003866896,0.1277857,0.3984004,0.7050594,0.02644186,-0.5860626,251.7562,0.491691,0.8701582,0.03263356,-0.3471939,0.1114496,-0.121068,0.3842162,-0.7300017,0.3732887,0.009401481,0.57242,110.1617,-0.8902888,0.455252,0.01146577,0.008359637,-0.04770851,0.09053825,0.1026799,0.04780101,-0.740819,0.4020794,-0.5359429,244.8158,0.05661919,-0.8774831,0.4762539
Release,1772967996803,4.499727,1,8,0.06301127,1.038278,0.209897,1.061154,0.03569868,0.9414421,0.2908163,0.1668483,160.7908,0.03620619,0.9548263,0.2949507,0.1016722,-0.05510664,-0.006139843,0.1158088,0.4733703,0.5381054,0.3538511,-0.6009597,253.8773,0.5922464,0.6732382,0.4427127,-0.342594,0.1326946,-0.1221323,0.3871625,-0.7072978,0.6945665,-0.01450884,0.1307543,164.9736,-0.7134227,0.7005812,-0.01463448,-0.01301127,-0.03827786,0.09010299,0.09875746,0.4647816,-0.5702561,0.08778037,-0.6716256,264.3853,0.627328,-0.7696898,0.1184795
Grab,1772967998094,5.7914,1,8,0.04004924,1.005145,0.2072721,1.027075,0.3710263,0.8711691,0.230848,0.2238593,154.1284,0.3806876,0.8938539,0.2368591,0.1203204,-0.0670178,-0.001504085,0.137734,0.517899,0.2905538,-0.03260141,-0.8039256,287.0133,0.8708138,0.4885476,-0.05481717,-0.3182808,0.1086255,-0.08741118,0.3474808,-0.4522277,0.8528196,0.1121894,0.2358019,152.7222,-0.4653501,0.8775659,0.1154448,0.009950764,-0.005145073,0.0927279,0.0934021,0.254321,-0.6736442,-0.1753671,-0.6713948,264.3496,0.3431669,-0.9089788,-0.2366308
Release,1772967998622,6.319231,1,8,0.01656449,0.9944922,0.2338288,1.021746,0.4164243,0.793818,0.05844797,-0.4393492,232.1247,0.4635608,0.8836731,0.0650639,0.09341849,-0.06277628,0.01423995,0.1134489,0.4106858,-0.008813987,0.07057606,-0.9089987,310.7347,0.9853331,-0.02114686,0.1693288,-0.3270026,0.0927875,-0.05993316,0.3451554,-0.1474466,0.8828971,-0.4428504,-0.05134164,185.8859,-0.1476413,0.8840629,-0.4434351,0.03343551,0.005507767,0.0661712,0.0743431,0.1965935,-0.05301632,-0.3473609,-0.9153584,312.5133,0.4882607,-0.1316716,-0.8627075
Grab,1772967999608,7.305572,1,8,0.01870222,0.990719,0.2310101,1.017467,0.4388761,0.7026321,0.04163831,-0.5585357,247.9092,0.5290976,0.847075,0.05019806,0.104349,-0.07004687,0.008509094,0.125967,0.06893773,-0.2939911,-0.04427005,-0.9522905,324.4604,0.2258823,-0.9632952,-0.1450558,-0.321033,0.09838365,-0.06668412,0.3423278,-0.02552353,0.8621234,-0.4874602,-0.1359214,195.6238,-0.02576261,0.8701991,-0.4920263,0.03129778,0.00928098,0.06898992,0.07632363,0.1715034,0.08136848,-0.411042,-0.8916336,306.1584,0.3787969,0.1797173,-0.9078624
Release,1772968000108,7.805558,1,8,0.04103354,0.978882,0.2395406,1.0086,0.5076461,0.583712,-0.04366622,-0.6321938,258.4243,0.6551876,0.7533611,-0.0563573,0.08680065,-0.07069853,0.03292982,0.1166919,0.1253038,-0.4452513,-0.07946843,-0.883026,304.0192,0.2669879,-0.948708,-0.1693253,-0.3141609,0.1255758,-0.05676996,0.3430585,0.1558597,0.8150827,-0.5398732,-0.1410141,196.2131,0.1574329,0.8233096,-0.5453223,0.008966457,0.02111804,0.06045939,0.06466612,0.05325518,0.1877447,-0.4811037,-0.8546668,297.4459,0.1025761,0.3616197,-0.9266657
On Target,1772968003469,11.17982,1,8,0.04835344,1.001472,0.2926087,1.044464,0.2782794,0.8379639,-0.2856917,-0.3725014,223.7399,0.2998598,0.9029476,-0.307847,0.1047299,-0.05174872,0.04408149,0.1248578,0.2678803,-0.1249501,-0.114411,-0.9484397,323.0419,0.8451609,-0.3942169,-0.3609662,-0.3719385,0.1207307,-0.02794642,0.3920398,-0.2391668,0.7128066,-0.6331162,0.184038,158.7899,-0.2433229,0.7251934,-0.6441183,0.001646556,-0.001472354,0.007391274,0.007714266,-0.04711002,-0.02198814,-0.06979437,-0.9962059,350.0146,-0.5413127,-0.2526524,-0.8019649
Off Target,1772968003636,11.34724,1,8,0.04932566,1.001339,0.2934639,1.044622,0.2104998,0.8661684,-0.3309217,-0.3097306,216.086,0.2213867,0.9109657,-0.3480366,0.1046821,-0.05112093,0.04708188,0.1256519,0.2332502,-0.05924358,-0.1195325,-0.963222,328.8254,0.8680471,-0.2204767,-0.4448435,-0.3717184,0.1244994,-0.02853214,0.3930506,-0.3061821,0.6597173,-0.6448283,0.2349942,152.8174,-0.3150032,0.6787238,-0.6634057,0.0006743409,-0.001339197,0.006536126,0.006705903,-0.0644608,-0.05912407,0.02866966,-0.9957547,349.4372,-0.7002968,-0.642319,0.3114648
On Target,1772968004428,12.13933,1,8,0.05008184,1.000073,0.2959183,1.044137,0.168758,0.9002858,-0.2259409,-0.3315977,218.7316,0.1788788,0.9542781,-0.2394911,0.1089022,-0.04710235,0.0463746,0.1273928,0.2696939,0.00318853,-0.1034427,-0.9573687,326.4195,0.9336205,0.01103798,-0.3580955,-0.3706493,0.1254267,-0.02467805,0.3920737,-0.374281,0.6813004,-0.6092212,0.1568225,161.955,-0.3789701,0.6898358,-0.6168536,-8.183718E-05,-7.307529E-05,0.004081756,0.00408323,0.05546259,-0.06227474,0.02495848,-0.9962044,350.0126,0.6371617,-0.7154205,0.2867263
Trial End,1772968005428,13.13881,1,8,0.05006555,1.002012,0.2948068,1.045679,0.2017968,0.8717117,-0.2538654,-0.3673544,223.1051,0.2169669,0.9372427,-0.2729498,0.1079727,-0.04670641,0.04847119,0.1272362,0.25866,-0.01493774,-0.124906,-0.9577424,326.5681,0.8992884,-0.05193436,-0.4342633,-0.3702014,0.130608,-0.02483739,0.3933503,-0.3126447,0.6885217,-0.6385972,0.1427746,163.5831,-0.3158809,0.6956485,-0.6452073,-6.554648E-05,-0.002011776,0.005193204,0.005569641,0.01786589,-0.02432507,-0.008234163,-0.9995106,356.4145,0.5710814,-0.7775484,-0.2632042
Trial Load,1772968005428,13.13881,1,9,-0.05,1,0.3,1.045227,0,0,0,1,0,1,0,0,0.1079727,-0.04670641,0.04847119,0.1272362,0.25866,-0.01493774,-0.124906,-0.9577424,326.5681,0.8992884,-0.05193436,-0.4342633,-0.3702014,0.130608,-0.02483739,0.3933503,-0.3126447,0.6885217,-0.6385972,0.1427746,163.5831,-0.3158809,0.6956485,-0.6452073,0.1,0,0,0.1,0.3410253,0.8026559,-0.3049568,0.3826834,135,0.3691231,0.8687885,-0.3300828
Grab,1772968006303,13.13881,1,9,-0.04995704,0.9998298,0.3001401,1.045103,0.007106788,0.002478677,0.0008299956,0.9999713,0.8677233,0.9385247,0.3273349,0.1096095,0.1079727,-0.04670641,0.04847119,0.1272362,0.25866,-0.01493774,-0.124906,-0.9577424,326.5681,0.8992884,-0.05193436,-0.4342633,-0.3702014,0.130608,-0.02483739,0.3933503,-0.3126447,0.6885217,-0.6385972,0.1427746,163.5831,-0.3158809,0.6956485,-0.6452073,0.09995703,0.0001702309,-0.0001401007,0.09995728,0.3368737,0.8041347,-0.3004066,0.3868324,134.4849,0.3653134,0.8720215,-0.3257676
Trial Start,1772968006303,0,1,9,-0.04995704,0.9998298,0.3001401,1.045103,0.007106788,0.002478677,0.0008299956,0.9999713,0.8677233,0.9385247,0.3273349,0.1096095,0.1079727,-0.04670641,0.04847119,0.1272362,0.25866,-0.01493774,-0.124906,-0.9577424,326.5681,0.8992884,-0.05193436,-0.4342633,-0.3702014,0.130608,-0.02483739,0.3933503,-0.3126447,0.6885217,-0.6385972,0.1427746,163.5831,-0.3158809,0.6956485,-0.6452073,0.09995703,0.0001702309,-0.0001401007,0.09995728,0.3368737,0.8041347,-0.3004066,0.3868324,134.4849,0.3653134,0.8720215,-0.3257676
Release,1772968007080,0.7789612,1,9,0.003654896,1.004053,0.2400005,1.032345,0.3937953,-0.6345665,-0.1396915,0.6501822,98.88932,0.518303,-0.8351995,-0.1838582,0.1152533,-0.06269769,0.02438282,0.1334498,0.6624411,0.4559389,-0.4277679,0.4126817,131.2532,0.7272578,0.5005504,-0.4696229,-0.3404294,0.06664803,-0.0593621,0.3519346,0.5247575,-0.2693052,0.6047398,0.5351581,115.2907,0.6211972,-0.318798,0.7158785,0.0463451,-0.004053473,0.05999948,0.07592257,0.3766691,0.8371629,0.3876655,-0.08363059,189.5946,0.3779933,0.840106,0.3890284
